,company,company_location,review_date,country_of_bean_origin,specific_bean_or_bar_origin,cocoa_percent,ingredients,most_memorable_characteristics,rating,Rating Category,cocoa_percent_classification
712,Danta,Guatemala,2014,Guatemala,Los Ujuxtes,0.82,"4- B,S,C,V","fatty, sunflower, peanutbutter",3.25,Recommended,Bittersweet and Dark
713,DAR,U.S.A.,2016,Venezuela,"Venezuela, batch 122",0.72,"2- B,S","nut, tobacco, burnt, off notes",2.75,Disapointing,Bittersweet and Dark
714,DAR,U.S.A.,2016,Vietnam,Vietnam,0.72,"2- B,S","raisins, astringent",3.0,Recommended,Bittersweet and Dark
715,DAR,U.S.A.,2016,Blend,"DUO, batch 002, Ecuador, Costa Rica",0.7,"2- B,S","floral, licorice, roasty",3.25,Recommended,Bittersweet and Dark
716,Darcis,Belgium,2019,Peru,Piura,0.72,"4- B,S,C,L","muted, creamy, grapes, fatty",3.0,Recommended,Bittersweet and Dark
717,Darcis,Belgium,2019,Vietnam,Mekong Delta,0.7,"4- B,S,C,L","muted, creamy, basic cocoa",3.25,Recommended,Bittersweet and Dark
718,Dark Forest,U.S.A.,2015,Madagascar,Madagascar,0.7,"3- B,S,C","sweet, strong sour, acidic",3.0,Recommended,Bittersweet and Dark
719,Dark Forest,U.S.A.,2015,Venezuela,Ocumare,0.7,"3- B,S,C","roasty, nutty, sweet",3.25,Recommended,Bittersweet and Dark
720,Dark Forest,U.S.A.,2015,Tanzania,Tanzania,0.7,"3- B,S,C","intense, sweet, brownie",3.0,Recommended,Bittersweet and Dark
721,Dark Forest,U.S.A.,2015,Ecuador,Ecuador,0.7,"3- B,S,C","bold, floral, rum",3.25,Recommended,Bittersweet and Dark
722,Dark Forest,U.S.A.,2016,Bolivia,Bolivia,0.75,"3- B,S,C","mild cherry, fatty",3.25,Recommended,Bittersweet and Dark
723,Davis,U.S.A.,2012,Blend,West Africa,0.58,"4- B,S,C,L","nice melt, odd rubber notes",3.25,Recommended,Sweet and Mild
724,Davis,U.S.A.,2013,Ghana,Ghana,0.7,"4- B,S,C,L","vanilla, fatty, basic cocoa",2.5,Disapointing,Bittersweet and Dark
725,Davis,U.S.A.,2013,Dominican Republic,Rainforest,0.7,"4- B,S,C,L","chalky, vanilla, caramel",2.75,Disapointing,Bittersweet and Dark
726,Davis,U.S.A.,2013,Venezuela,Venezuela,0.7,"4- B,S,C,L","fatty, powdery, nut, sl. Burnt",2.75,Disapointing,Bittersweet and Dark
727,De Mendes,Brazil,2015,Brazil,"Nativo, Varzea",0.72,"3- B,S,C","texture issues, brownie",3.5,Highly Recommended,Bittersweet and Dark
728,De Mendes,Brazil,2015,Brazil,"Selvagem, Jari",0.65,"3- B,S,C","one dimensional, brownie",3.5,Highly Recommended,Semi-sweet and Dark
729,De Villiers,South Africa,2016,Uganda,Bundibugyo District,0.7,"3- B,S,C","high roast, intense, fatty",2.5,Disapointing,Bittersweet and Dark
730,De Villiers,South Africa,2016,Madagascar,"Sambirano Valley, batch 2477",0.7,"3- B,S,C","high roast, fruit",3.0,Recommended,Bittersweet and Dark
731,Dean and Deluca (Belcolade),U.S.A.,2007,Madagascar,Madagascar,0.66,"4- B,S,C,V","sandy, cloying, rich cocoa",2.5,Disapointing,Semi-sweet and Dark
732,Dean and Deluca (Belcolade),U.S.A.,2007,Costa Rica,Costa Rica,0.64,"4- B,S,C,V","dark coffee, cocoa",3.0,Recommended,Semi-sweet and Dark
733,Dean and Deluca (Belcolade),U.S.A.,2007,Ecuador,Ecuador,0.71,"4- B,S,C,V","cinamon, nutmeg, coffee",3.0,Recommended,Bittersweet and Dark
734,Dean and Deluca (Belcolade),U.S.A.,2007,Ghana,Ghana,0.6,"4- B,S,C,V","nutty, simple, sweet",3.0,Recommended,Semi-sweet and Dark
735,Dean and Deluca (Belcolade),U.S.A.,2007,Papua New Guinea,Papua New Guinea,0.64,"4- B,S,C,V","waxy, tobacco, smokey",3.0,Recommended,Semi-sweet and Dark
736,Dean and Deluca (Belcolade),U.S.A.,2007,Peru,Peru,0.64,"4- B,S,C,V","mild mint, basic cocoa",3.0,Recommended,Semi-sweet and Dark
737,Debauve & Gallais (Michel Cluizel),France,2008,Venezuela,Venezuela,0.66,"4- B,S,C,V","fatty, rich cocoa, roasty",3.75,Highly Recommended,Semi-sweet and Dark
738,Debauve & Gallais (Michel Cluizel),France,2009,Papua New Guinea,Papua New Guinea,0.64,"4- B,S,C,V","smokey,chalky,berry,caramel",3.0,Recommended,Semi-sweet and Dark
739,Definite,Dominican Republic,2018,Dominican Republic,Elvesia,0.7,"2- B,S","metallic, dirt/ earthy",2.5,Disapointing,Bittersweet and Dark
740,Definite,Dominican Republic,2018,Dominican Republic,Duarte Province,0.7,"2- B,S","dirty, floral, unrefined",2.5,Disapointing,Bittersweet and Dark
741,Definite,Dominican Republic,2018,Dominican Republic,Duarte Province,0.8,"2- B,S","mild bitter, fatty, grassy",3.0,Recommended,Bittersweet and Dark
742,Desbarres,Canada,2016,Tanzania,"Kilombero, batch 41",0.72,"2- B,S","vanilla, chemical, rubber",2.5,Disapointing,Bittersweet and Dark
743,Desbarres,Canada,2019,Guatemala,"Monte Grande, batch 178",0.72,"2- B,S","smokey, roasty, acidic, rich",3.0,Recommended,Bittersweet and Dark
744,DeVries,U.S.A.,2007,Costa Rica,Costa Rica,0.77,"2- B,S","red berry, lingering coffee",3.5,Highly Recommended,Bittersweet and Dark
745,DeVries,U.S.A.,2007,Dominican Republic,Dominican Republic,0.77,"2- B,S","sticky, woodsy, rum",3.5,Highly Recommended,Bittersweet and Dark
746,DeVries,U.S.A.,2008,Bolivia,Bolivian,0.8,"2- B,S","intense fruit, bitter ending",2.75,Disapointing,Bittersweet and Dark
747,Dick Taylor,U.S.A.,2011,Madagascar,Sambirano,0.8,"2- B,S","sandy, flat, hint of berry",2.75,Disapointing,Bittersweet and Dark
748,Dick Taylor,U.S.A.,2011,Venezuela,Mantuano,0.75,"2- B,S","sticky, very roasty, nutty",2.75,Disapointing,Bittersweet and Dark
749,Dick Taylor,U.S.A.,2011,Dominican Republic,La Red,0.74,"2- B,S","earthy, tart, sour",3.0,Recommended,Bittersweet and Dark
750,Dick Taylor,U.S.A.,2011,Ecuador,Ecuador,0.7,"2- B,S","grassy, tea, late sour",3.25,Recommended,Bittersweet and Dark
751,Dick Taylor,U.S.A.,2012,Bolivia,Bolivia,0.75,"2- B,S","dry, mint, medicinal",2.75,Disapointing,Bittersweet and Dark
752,Dick Taylor,U.S.A.,2013,Ecuador,"Ecuador, Choc. Garage Exclusive",0.7,"2- B,S","oily, black pepper, roasty",3.25,Recommended,Bittersweet and Dark
753,Dick Taylor,U.S.A.,2013,Ecuador,Camino Verde,0.76,"2- B,S","butter, floral, rum",3.5,Highly Recommended,Bittersweet and Dark
754,Dick Taylor,U.S.A.,2014,Dominican Republic,Elvesia,0.74,"2- B,S","mild fruit and spice, roasty",3.5,Highly Recommended,Bittersweet and Dark
755,Dick Taylor,U.S.A.,2015,Bolivia,"Alto Beni, Wild Harvest, Limited Ed.",0.7,"2- B,S","sticky, rich, cherry",3.75,Highly Recommended,Bittersweet and Dark
756,Dick Taylor,U.S.A.,2016,Vietnam,Tien Giang,0.78,"2- B,S","tropical berry, intense",3.5,Highly Recommended,Bittersweet and Dark
757,Dick Taylor,U.S.A.,2017,Guatemala,Lanquin Estate,0.7,"2- B,S","blackberry, raisns",3.75,Highly Recommended,Bittersweet and Dark
758,Dick Taylor,U.S.A.,2017,Brazil,"Fazenda Camboa, Bahia, batch 17009",0.75,"2- B,S","sticky, roasty nibs, grapes",3.75,Highly Recommended,Bittersweet and Dark
759,Dick Taylor,U.S.A.,2017,Solomon Islands,"Solomon Is.,batch 17158, N.Vela",0.72,"2- B,S","well defined, creamy, cherry",4.0,Outstanding,Bittersweet and Dark
760,Dick Taylor,U.S.A.,2018,Fiji,"Vanua Levu, Matasawalevu",0.8,"2- B,S","cocoa, tea, malt",3.75,Highly Recommended,Bittersweet and Dark
761,Dick Taylor,U.S.A.,2019,Belize,"Maya Mtn, Toledo",0.72,"2- B,S","creamy, sticky, dried fruit",4.0,Outstanding,Bittersweet and Dark
762,Dick Taylor,U.S.A.,2019,Madagascar,"Akesson P., Sambirano",0.72,"2- B,S","sticky, dried fruit, toast, cocoa",3.75,Highly Recommended,Bittersweet and Dark
763,Dick Taylor,U.S.A.,2020,Blend,"Northerner, Madagascar and Brazil",0.73,"2- B,S","burnt honey, earthy",3.5,Highly Recommended,Bittersweet and Dark
764,Dick Taylor,U.S.A.,2021,Jamaica,"Bachelor's Hall, batch 20240",0.75,"2- B,S","sl. bitter, black licorice, dried fig",3.75,Highly Recommended,Bittersweet and Dark
765,Dick Taylor,U.S.A.,2021,Mexico,"Soconusco, Rayen Cacao Co-op, batch 21154",0.72,"2- B,S","dried fruit, fig, astringent, sticky",4.0,Outstanding,Bittersweet and Dark
766,Didier Smeets,Belgium,2022,Madagascar,Madagascar,0.63,"3- B,S,C","sl sour, grassy, off, fatty",3.0,Recommended,Semi-sweet and Dark
767,Didier Smeets,Belgium,2022,Peru,Peru,0.65,"3- B,S,C","peanut butter, dirty",2.75,Disapointing,Semi-sweet and Dark
768,Didier Smeets,Belgium,2022,Vietnam,Vietnam,0.7,"3- B,S,C","sweet, fatty, rancid",2.75,Disapointing,Bittersweet and Dark
769,Didier Smeets,Belgium,2022,Bali,Bali,0.65,"3- B,S,C","earthy, astringent, metallic",2.5,Disapointing,Semi-sweet and Dark
770,Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,"Sao Tome, unroasted, batch UNR-18-003",0.7,"4- B,S,C,L","cocoa, raw, dirty, chemical",2.75,Disapointing,Bittersweet and Dark
771,Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,"Sao Tome, batch OST-18-01",0.65,"4- B,S,C,L","complex, sweet, sour, grassy",3.0,Recommended,Semi-sweet and Dark
772,Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,"Sao Tome, Grand Cru Plantation, amelonado",0.75,"4- B,S,C,L","late cocoa, harsh, off notes",2.5,Disapointing,Bittersweet and Dark
773,Diogo Vaz,Sao Tome & Principe,2019,Sao Tome,"Sao Tome, batch TRI-18-002, trinitario",0.75,"4- B,S,C,L","bland, fatty, fruit",3.0,Recommended,Bittersweet and Dark
774,Doble & Bignall,U.K.,2014,Panama,"Panama, Raven",0.72,"3- B,S,C","mild cherry, earthy",3.25,Recommended,Bittersweet and Dark
775,Doble & Bignall,U.K.,2014,Venezuela,"Puerto Cabello, Mantuano",0.72,"3- B,S,C","fatty, rasin, nutty",3.25,Recommended,Bittersweet and Dark
776,Doble & Bignall,U.K.,2014,Nicaragua,Johe,0.72,"3- B,S,C","nutty, caramel, toffee",3.5,Highly Recommended,Bittersweet and Dark
777,Doble & Bignall,U.K.,2015,Venezuela,Puerto Cabello,0.85,"3- B,S,C","intense, spicy, floral",3.0,Recommended,Bittersweet and Dark
778,Dole (Guittard),U.S.A.,2009,U.S.A.,"O'ahu Island, N. Shore, Waialua Estate",0.7,,"creamy, nutty, fruity",3.75,Highly Recommended,Bittersweet and Dark
779,Dolfin (Belcolade),Belgium,2006,Blend,Noir,0.7,"3- B,S,L","acidic, astringent, unpleasant",1.5,Unpleasant,Bittersweet and Dark
780,Dolfin (Belcolade),Belgium,2008,Blend,"Africa, West Africa",0.88,"3- B,S,L","sticky, floral",3.0,Recommended,Very Bitter and Extra Dark
781,Domori,Italy,2006,Venezuela,Sur del Lago Classificado,0.7,"2- B,S","long lasting, fruit",3.0,Recommended,Bittersweet and Dark
782,Domori,Italy,2006,Peru,Apurimac,0.7,"2- B,S","floral, olive",3.25,Recommended,Bittersweet and Dark
783,Domori,Italy,2006,Venezuela,Carenero Superior,0.7,"2- B,S","creamy, basic cocoa",3.5,Highly Recommended,Bittersweet and Dark
784,Domori,Italy,2007,Venezuela,Porcelana,0.7,"2- B,S","creamy, complex, coffee",4.0,Outstanding,Bittersweet and Dark
785,Domori,Italy,2007,Venezuela,"Ocumare 61, Puertomar",0.75,"2- B,S","sticky, smoke, ham, earthy",3.25,Recommended,Bittersweet and Dark
786,Domori,Italy,2007,Venezuela,Granella,0.6,"2- B,S","mild spice, licorice",3.25,Recommended,Semi-sweet and Dark
787,Domori,Italy,2007,Madagascar,Madagascar,0.7,"2- B,S","fruity, basic cocoa",3.5,Highly Recommended,Bittersweet and Dark
788,Domori,Italy,2007,Madagascar,Madagared,0.7,"2- B,S","smooth, banana, cocoa",3.5,Highly Recommended,Bittersweet and Dark
789,Domori,Italy,2007,Indonesia,"Java, Javablond",0.7,"2- B,S","creamy, smokey, tobacco",3.75,Highly Recommended,Bittersweet and Dark
790,Domori,Italy,2007,Ecuador,Ecuador,0.7,"2- B,S","creamy, nuts, woody, cocoa",4.0,Outstanding,Bittersweet and Dark
791,Domori,Italy,2007,Venezuela,"Ocumare 67, Puertofino",0.7,"2- B,S","creamy, mint, tobacco, olive",4.0,Outstanding,Bittersweet and Dark
792,Domori,Italy,2008,Venezuela,"Carupano, H. San Jose",0.7,"2- B,S","cucumber, hot spices",3.0,Recommended,Bittersweet and Dark
793,Domori,Italy,2008,Colombia,Teyuna,0.7,"2- B,S","creamy, woody, earthy",3.0,Recommended,Bittersweet and Dark
794,Domori,Italy,2008,Blend,Blend No. 1,0.78,"2- B,S","sticky, grassy, coffee",3.5,Highly Recommended,Bittersweet and Dark
795,Domori,Italy,2008,Blend,Ilblend,0.7,"2- B,S","sticky, olive",3.75,Highly Recommended,Bittersweet and Dark
796,Domori,Italy,2010,Venezuela,"Chuao, Hacienda San Jose",0.7,"2- B,S","subtle, caramel, sour milk",3.0,Recommended,Bittersweet and Dark
797,Domori,Italy,2011,Venezuela,"Canoabo, Hacienda San Jose",0.7,"2- B,S","smooth, intense, smoke, nut",3.5,Highly Recommended,Bittersweet and Dark
798,Domori,Italy,2012,Tanzania,Morogoro,0.7,"2- B,S","sticky, nutty",3.5,Highly Recommended,Bittersweet and Dark
799,Domori,Italy,2012,Venezuela,Guasare,0.7,"2- B,S","creamy, coffee, caramel",3.75,Highly Recommended,Bittersweet and Dark
800,Domori,Italy,2013,Venezuela,"IL100, H. San Jose, batch NDL3A01",1.0,,"smooth, fruit, coffee, bitter",3.0,Recommended,Unsweetened
801,Domori,Italy,2015,Ecuador,Hacienda Victoria,0.7,"2- B,S","floral, well developed, creamy",3.75,Highly Recommended,Bittersweet and Dark
802,Domori,Italy,2015,Venezuela,Ocumare 77,0.7,"2- B,S","nutty, strawberry, creamy",3.75,Highly Recommended,Bittersweet and Dark
803,Domori,Italy,2018,Tanzania,Tanzania,0.7,"2- B,S","creamy, sticky, fruit",4.0,Outstanding,Bittersweet and Dark
804,Domori,Italy,2022,Brazil,Brazil,0.7,"2- B,S","grassy, herbal, tea",3.5,Highly Recommended,Bittersweet and Dark
805,Dormouse,U.K.,2015,Venezuela,"Rio Caribe, Batch 7",0.7,"3- B,S,C","burnt rubber, molasses",2.5,Disapointing,Bittersweet and Dark
806,Dormouse,U.K.,2015,Colombia,"Colombia, Batch 9",0.8,"3- B,S,C","bitter,molasses,marshmallow",2.75,Disapointing,Bittersweet and Dark
807,Dormouse,U.K.,2015,Madagascar,"Madagascar, Batch 8",0.77,"3- B,S,C","fruity, molasses",2.75,Disapointing,Bittersweet and Dark
808,Dormouse,U.K.,2016,Grenada,Non Pariel Estate,0.75,"3- B,S*,C","licorice, molasses, rubber",2.75,Disapointing,Bittersweet and Dark
809,Dormouse,U.K.,2018,Philippines,"Kablon Farm, batch 242",0.715,"3- B,S*,C",molasses notes from sugar,2.75,Disapointing,Bittersweet and Dark
810,Dormouse,U.K.,2018,Guatemala,"Verapaz, batch 254",0.72,"3- B,S*,C","near perfect shine, cocoa",3.5,Highly Recommended,Bittersweet and Dark
811,Dormouse,U.K.,2018,Peru,"Piura, batch 274",0.8,"2- B,S*","molasses, fruit",3.5,Highly Recommended,Bittersweet and Dark
812,Dormouse,U.K.,2021,Belize,"Trio Reserve, 2020 h. batch D002",0.78,"3- B,S,C",molasses notes dominate,3.25,Recommended,Bittersweet and Dark
813,Double Spiral,U.S.A.,2019,Dominican Republic,Oko Caribe,0.75,"2- B,S","dry, earthy, walnut",2.5,Disapointing,Bittersweet and Dark
814,Double Spiral,U.S.A.,2019,Tanzania,Kokoa Kamili,0.7,"2- B,S","dry, sour, sweet, mild fruit",2.75,Disapointing,Bittersweet and Dark
815,Double Spiral,U.S.A.,2019,Dominican Republic,Hispaniola,0.75,"2- B,S","dry, cocoa, grassy, spicy",3.0,Recommended,Bittersweet and Dark
816,Ducrey,U.S.A.,2022,Dominican Republic,"Zorzal, Cibao, San Francisco de Macoris",0.7,"2- B,S","tobacco, roasty, hint of fruit",3.25,Recommended,Bittersweet and Dark
817,Ducrey,U.S.A.,2022,Nicaragua,"O'Payo, Wasalala Co-op",0.75,"2- B,S","earthy, dirty",2.75,Disapointing,Bittersweet and Dark
818,Ducrey,U.S.A.,2022,Haiti,Pisa,0.7,"2- B,S","rich brownie, roasty, coffee",3.25,Recommended,Bittersweet and Dark
819,Duffy's,U.K.,2010,Panama,Panama,0.7,"3- B,S,C",caramel and cocoa,3.5,Highly Recommended,Bittersweet and Dark
820,Duffy's,U.K.,2010,Ecuador,"Corazon del Ecuador, Calceta beans",0.72,"3- B,S,C","rich cocoa, fruity, strong floral",3.75,Highly Recommended,Bittersweet and Dark
821,Duffy's,U.K.,2010,Ecuador,Star of Ecuador,0.7,"3- B,S,C","chalky, bread, dirt",2.5,Disapointing,Bittersweet and Dark
822,Duffy's,U.K.,2010,Peru,Star of Peru,0.7,"3- B,S,C","dark forest berry, spice",3.75,Highly Recommended,Bittersweet and Dark
823,Duffy's,U.K.,2011,Honduras,"Indio Rojo, Xoco",0.72,"3- B,S,C","dried fruit, grapes, sour",3.75,Highly Recommended,Bittersweet and Dark
824,Duffy's,U.K.,2011,Dominican Republic,Dominican Republic,0.65,"3- B,S,C","heavy roast, woody, berry",3.5,Highly Recommended,Semi-sweet and Dark
825,Duffy's,U.K.,2011,Panama,"Bocas del Toro, Tierra Oscura",0.72,"3- B,S,C","licorice, leathery",3.0,Recommended,Bittersweet and Dark
826,Duffy's,U.K.,2011,Nicaragua,"Nicaliso, Xoco",0.71,"3- B,S,C","intense, almond, coffee",3.25,Recommended,Bittersweet and Dark
827,Duffy's,U.K.,2011,Venezuela,Ocumare,0.71,"3- B,S,C",intense cocoa,3.5,Highly Recommended,Bittersweet and Dark
828,Duffy's,U.K.,2012,Venezuela,Ocumare,0.72,"3- B,S,C","creamy, nutty",3.75,Highly Recommended,Bittersweet and Dark
829,Duffy's,U.K.,2014,Nicaragua,"Chuno, Xoco",0.7,"4- B,S,C,L","sandy, full bodied, spicy",3.5,Highly Recommended,Bittersweet and Dark
830,Duffy's,U.K.,2014,Nicaragua,"Rico Rugoso, Xoco",0.76,"4- B,S,C,L","black pepper, rich, intense",3.75,Highly Recommended,Bittersweet and Dark
831,Duffy's,U.K.,2015,Guatemala,"Rio Dulce, Xoco",0.7,"4- B,S,C,L","intense, spicy, butterscotch",4.0,Outstanding,Bittersweet and Dark
832,Duffy's,U.K.,2017,Nigeria,Eti-Oni,0.7,"4- B,S,C,L",candy like off flavor,2.75,Disapointing,Bittersweet and Dark
833,Duffy's,U.K.,2018,Guatemala,Mayan Red,0.8,"4- B,S,C,L","intense earthy, cocoa, roasty",3.25,Recommended,Bittersweet and Dark
834,Duffy's,U.K.,2019,Philippines,South Cotabato,0.7,"4- B,S,C,L","cocoa, honey, watery, sweet",3.5,Highly Recommended,Bittersweet and Dark
835,Duffy's,U.K.,2021,Nicaragua,"Juno, batch 201006",0.7,"4- B,S,C,L","fruit, holiday spice",3.5,Highly Recommended,Bittersweet and Dark
836,Dulcinea,U.S.A.,2015,Dominican Republic,"Dominican Republic, batch 1507",0.7,"2- B,S","coarse, earthy, mild banana",3.25,Recommended,Bittersweet and Dark
837,Durand,France,2012,Madagascar,Madagascar,0.82,,"fatty, muted",2.75,Disapointing,Bittersweet and Dark
838,Durci,U.S.A.,2015,Peru,"Maranon, Joya Rara",0.7,"3- B,S,C","sandy, orange, butterscotch",3.5,Highly Recommended,Bittersweet and Dark
839,Durci,U.S.A.,2015,Venezuela,"Rio Caribe, Tepui Treasure",0.7,"3- B,S,C","fatty, roasty, intense brownie",3.5,Highly Recommended,Bittersweet and Dark
840,Durci,U.S.A.,2015,Dominican Republic,Taino Secret,0.7,"3- B,S,C","dates, acidic, rich cocoa",3.25,Recommended,Bittersweet and Dark
841,Durci,U.S.A.,2015,Venezuela,"Carenero, Empyrean Sabor",0.7,"3- B,S,C","cherry, earthy, tobacco",3.25,Recommended,Bittersweet and Dark
842,Durci,U.S.A.,2015,Ecuador,Corona Arriba,0.7,"3- B,S,C",blackberry and cinnamon,4.0,Outstanding,Bittersweet and Dark
843,Durci,U.S.A.,2018,Peru,Piura Blanco,0.7,"3- B,S,C","smoth, dense, grape",4.0,Outstanding,Bittersweet and Dark
844,DWAAR,U.S.A.,2022,Dominican Republic,Zorzal,0.7,"3- B,S,C","accidental spicy (Kulfi?), burn",3.0,Recommended,Bittersweet and Dark
845,East Van Roasters,Canada,2014,Peru,"Peru, batch P116",0.7,"3- B,S,C","waxy, spicy, tobacco",3.25,Recommended,Bittersweet and Dark
846,East Van Roasters,Canada,2014,Madagascar,"Madagascar, batch M132",0.7,"3- B,S,C",ultra fruity,3.5,Highly Recommended,Bittersweet and Dark
847,East Van Roasters,Canada,2014,Dominican Republic,"Dominican Republic, batch DR113",0.7,"3- B,S,C","spicy, cocoa",3.75,Highly Recommended,Bittersweet and Dark
848,Eau de Rose,Canada,2016,Colombia,Tumaco,0.7,"3- B,S,C","dried fruit, strong floral",3.25,Recommended,Bittersweet and Dark
849,Eau de Rose,Canada,2016,Colombia,Arauca,0.7,"3- B,S,C","mild, dried fruit, chocolate",3.25,Recommended,Bittersweet and Dark
850,Eclat (Felchlin),U.S.A.,2012,Peru,"Maranon, Good & Evil, w/ nibs",0.72,"3- B,S,C","buttery, burlap",2.75,Disapointing,Bittersweet and Dark
851,Eclat (Fruition),U.S.A.,2019,Peru,"NOE, nacional/criollo, batch 1",0.8,"2- B,S","nutty, almond butter",3.5,Highly Recommended,Bittersweet and Dark
852,Edelmond,Germany,2016,Venezuela,Porcelana,0.68,"2- B,S","dry, gritty, cardboard, nutty",3.0,Recommended,Semi-sweet and Dark
853,El Buen,U.S.A.,2020,Madagascar,"Akessons, Sambirano Valley",0.7,"2- B,S","molasses, red fruit, astringent",3.0,Recommended,Bittersweet and Dark
854,El Buen,U.S.A.,2020,Colombia,Tumaco,0.7,"2- B,S","cocoa, spice, alcohol, dirty",3.0,Recommended,Bittersweet and Dark
855,El Ceibo,Bolivia,2008,Bolivia,Alto Beni,0.71,"4- B,S,C,L","lemon, tart, burnt, chemical",2.75,Disapointing,Bittersweet and Dark
856,El Ceibo,Bolivia,2011,Bolivia,"Alto Beni, Covendo Region",0.75,"4- B,S,C,L","nutty, rich, red berry",3.75,Highly Recommended,Bittersweet and Dark
857,El Rey,Venezuela,2006,Venezuela,"Carenero Superior, Gran Saman",0.7,"5- B,S,C,V,L","gritty, chalky, earthy, sour",2.75,Disapointing,Bittersweet and Dark
858,El Rey,Venezuela,2008,Venezuela,"Carenero Superior, Apamate",0.74,"5- B,S,C,V,L","sandy, banana, sour",2.5,Disapointing,Bittersweet and Dark
859,El Rey,Venezuela,2008,Venezuela,"Carenero Superior, Bucare",0.58,"5- B,S,C,V,L","gritty, sweet, banana, smoke",2.5,Disapointing,Sweet and Mild
860,El Rey,Venezuela,2008,Venezuela,"Carenero Superior, Mijao",0.61,"5- B,S,C,V,L","muted, cherry, banana",3.0,Recommended,Semi-sweet and Dark
861,El Rey,Venezuela,2009,Venezuela,"Rio Caribe, Cariaco",0.605,"5- B,S,C,V,L","very sweet, marshmallow",2.75,Disapointing,Semi-sweet and Dark
862,El Rey,Venezuela,2009,Venezuela,"Rio Caribe, Macuro",0.7,"5- B,S,C,V,L","sandy,bold,cherry,peanut butter",3.0,Recommended,Bittersweet and Dark
863,El Rey,Venezuela,2015,Venezuela,San Joaquin,0.7,"5- B,S,C,V,L","spicy, caramel, vanilla",3.75,Highly Recommended,Bittersweet and Dark
864,Eldora,U.S.A.,2019,Guatemala,"Polochic, batch 711",0.7,"3- B,S,C","cocoa, fig notes",3.5,Highly Recommended,Bittersweet and Dark
865,Eldora,U.S.A.,2022,Tanzania,"Kokoa Kamili, 2020 harvest, batch 1574",0.7,"3- B,S,C","heavy roast, choco, coffee-like",3.5,Highly Recommended,Bittersweet and Dark
866,Eldora,U.S.A.,2022,Madagascar,"Lazan'ny, 2019 harvest, batch 1547",0.7,"3- B,S,C","roasty, hammy, sour",3.25,Recommended,Bittersweet and Dark
